id,name,description,fitness,generation,source_folder,line_no,log_path,code_path
129e3e18-b538-424a-96b3-2e82a06300f7,AQPSO,Adaptive Quantum-inspired Particle Swarm Optimization (AQPSO) leveraging quantum superposition and adaptive learning for enhanced explorations and exploitations.,0.660056797745749,0,exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1),1,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/code/try-0-AQPSO.py
3893fde6-5da6-4606-afbb-ba20af323495,AQPSO,Enhanced AQPSO with dynamic inertia weight for improved convergence and exploration-exploitation balance.,0.660056797745749,1,exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1),2,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/code/try-1-AQPSO.py
fd2bbe5d-fdd7-4d3b-8930-1ca63190be47,AQPSO,Enhanced Adaptive Quantum-inspired Particle Swarm Optimization (EAQPSO) incorporating dynamic inertia weight adjustment for improved exploration-exploitation balance.,0.660056797745749,2,exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1),3,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/code/try-2-AQPSO.py
188137ad-8b44-4322-96a0-284dbaaffe0a,AQPSO,Enhanced AQPSO with adaptive inertia weight for improved balance between exploration and exploitation.,0.660056797745749,3,exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1),4,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/code/try-3-AQPSO.py
def0b34f-b36e-45c0-b1e5-d0cf7f681c18,AQPSO,Enhanced AQPSO with dynamic inertia weight for improved balance between exploration and exploitation.,0.660056797745749,4,exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1),5,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/code/try-4-AQPSO.py
e26f55d5-8082-4908-b9d0-52b4237c3f33,AQPSO,Enhanced AQPSO with dynamic swarm size adjustment to improve exploration and exploitation balance.,0.660056797745749,5,exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1),6,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/code/try-5-AQPSO.py
dfad9f34-de0e-48f8-b03f-8b1e3ebb484b,AQPSO,Enhanced AQPSO with dynamic inertia weight and Gaussian mutation for improved convergence and exploration.,0.660056797745749,6,exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1),7,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/code/try-6-AQPSO.py
741efd15-a844-4db8-accc-c19dbe80295c,AQPSO,Introduce a momentum factor in velocity update to enhance convergence speed and stability in AQPSO.,0.660056797745749,7,exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1),8,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/code/try-7-AQPSO.py
f3eecc9b-0ca7-431c-b47e-8af3697d8561,AQPSO,Enhanced AQPSO with dynamic swarm size adjustment for improved convergence and exploration.,-inf,8,exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1),9,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/code/try-8-AQPSO.py
b5767fa2-c947-4ee2-8c1a-aae1372c709b,AQPSO,Enhanced AQPSO by adjusting quantum behavior's probabilistic exploration condition for better balance between exploration and exploitation.,0.660056797745749,9,exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1),10,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/log.jsonl,algorithms_LLaMEA-master/exp-03-07_130233-LLaMEA-gpt-4o-photovoltaic_with_description_(1 + 1)/code/try-9-AQPSO.py
